membership,partition,partition_position,row_id,true_label,binary_group,family_group
0,target_validation,2456,79518,0,Normal,Normal
1,target_train,65817,86627,1,Attack,Probe
0,target_validation,6653,101633,1,Attack,DoS
1,target_train,4802,115392,1,Attack,Probe
1,target_train,32448,101245,1,Attack,DoS
1,target_train,32482,9520,1,Attack,DoS
0,target_validation,8490,120420,1,Attack,DoS
1,target_train,3638,61129,1,Attack,DoS
0,target_validation,12400,39587,0,Normal,Normal
1,target_train,38007,25072,0,Normal,Normal
0,target_validation,27,60438,1,Attack,DoS
1,target_train,2239,89846,0,Normal,Normal
1,target_train,56309,124327,0,Normal,Normal
0,target_validation,4203,3617,1,Attack,DoS
1,target_train,71754,60558,1,Attack,DoS
1,target_train,31962,121579,1,Attack,Probe
1,target_train,29716,113252,0,Normal,Normal
1,target_train,87895,27345,0,Normal,Normal
0,target_validation,11013,73210,1,Attack,DoS
1,target_train,72619,14747,0,Normal,Normal
0,target_validation,9184,1976,0,Normal,Normal
0,target_validation,12589,8145,1,Attack,DoS
1,target_train,83452,6283,0,Normal,Normal
1,target_train,48776,23228,0,Normal,Normal
1,target_train,18959,27358,1,Attack,DoS
0,target_validation,5830,53754,0,Normal,Normal
0,target_validation,5174,83770,0,Normal,Normal
0,target_validation,11083,87392,1,Attack,DoS
1,target_train,30987,16907,1,Attack,DoS
0,target_validation,8447,73404,1,Attack,DoS
1,target_train,84562,109061,1,Attack,DoS
1,target_train,58439,49650,0,Normal,Normal
1,target_train,56340,91117,0,Normal,Normal
1,target_train,42126,105231,0,Normal,Normal
0,target_validation,12578,37862,0,Normal,Normal
0,target_validation,1888,47670,1,Attack,DoS
0,target_validation,4821,11675,1,Attack,DoS
0,target_validation,6936,44265,0,Normal,Normal
1,target_train,28420,115743,1,Attack,DoS
0,target_validation,11449,59091,0,Normal,Normal
1,target_train,58488,22940,0,Normal,Normal
0,target_validation,9523,93223,0,Normal,Normal
1,target_train,73126,58164,1,Attack,Probe
1,target_train,67581,12369,1,Attack,DoS
0,target_validation,3965,41239,1,Attack,DoS
0,target_validation,7221,23860,0,Normal,Normal
1,target_train,82877,97699,0,Normal,Normal
0,target_validation,12025,75393,0,Normal,Normal
1,target_train,51801,20848,0,Normal,Normal
1,target_train,53565,44415,1,Attack,DoS
1,target_train,81720,122354,1,Attack,DoS
1,target_train,53581,9344,0,Normal,Normal
0,target_validation,6649,58947,1,Attack,DoS
1,target_train,82466,26140,1,Attack,Probe
1,target_train,61524,73014,0,Normal,Normal
1,target_train,20085,13518,0,Normal,Normal
1,target_train,43782,25235,1,Attack,Probe
1,target_train,25329,84327,0,Normal,Normal
1,target_train,61342,22064,0,Normal,Normal
0,target_validation,7748,119326,0,Normal,Normal
0,target_validation,9711,75023,0,Normal,Normal
1,target_train,71175,85270,1,Attack,DoS
0,target_validation,5898,13897,0,Normal,Normal
0,target_validation,11481,92808,1,Attack,Probe
0,target_validation,3590,88007,1,Attack,DoS
1,target_train,7691,98935,0,Normal,Normal
0,target_validation,2730,50845,0,Normal,Normal
1,target_train,52321,39945,1,Attack,DoS
1,target_train,78092,99259,0,Normal,Normal
0,target_validation,3144,84033,1,Attack,DoS
0,target_validation,8993,81414,1,Attack,DoS
1,target_train,18397,114501,1,Attack,DoS
1,target_train,39670,114797,1,Attack,DoS
1,target_train,59760,91856,1,Attack,DoS
0,target_validation,10295,29227,1,Attack,DoS
0,target_validation,9650,34619,1,Attack,DoS
1,target_train,46463,15635,0,Normal,Normal
0,target_validation,1060,14567,0,Normal,Normal
1,target_train,53889,56120,0,Normal,Normal
1,target_train,74374,123823,1,Attack,DoS
0,target_validation,3463,3787,1,Attack,Probe
1,target_train,46833,63265,0,Normal,Normal
1,target_train,30104,105516,0,Normal,Normal
0,target_validation,1653,19120,0,Normal,Normal
0,target_validation,7506,120652,0,Normal,Normal
1,target_train,47324,38127,1,Attack,DoS
0,target_validation,7608,97678,1,Attack,DoS
1,target_train,26663,5610,1,Attack,DoS
0,target_validation,9803,105023,1,Attack,DoS
0,target_validation,10955,81450,0,Normal,Normal
1,target_train,56762,81856,1,Attack,DoS
0,target_validation,7482,58217,1,Attack,DoS
1,target_train,39605,124476,1,Attack,DoS
0,target_validation,5823,83455,0,Normal,Normal
1,target_train,1909,3292,0,Normal,Normal
1,target_train,42634,3696,0,Normal,Normal
1,target_train,49782,100008,0,Normal,Normal
0,target_validation,10948,16399,1,Attack,DoS
0,target_validation,1245,65102,0,Normal,Normal
0,target_validation,1850,44147,0,Normal,Normal
1,target_train,62769,101276,0,Normal,Normal
1,target_train,3340,75482,1,Attack,Probe
1,target_train,29326,125823,1,Attack,DoS
1,target_train,71599,110444,0,Normal,Normal
1,target_train,71238,89878,0,Normal,Normal
0,target_validation,1331,36488,0,Normal,Normal
0,target_validation,11018,3641,1,Attack,DoS
1,target_train,30546,62354,0,Normal,Normal
0,target_validation,12075,90441,1,Attack,DoS
1,target_train,41071,30972,0,Normal,Normal
0,target_validation,4185,10804,1,Attack,DoS
1,target_train,46618,15230,1,Attack,Probe
1,target_train,78408,67968,0,Normal,Normal
0,target_validation,11314,16696,1,Attack,Probe
1,target_train,43594,21910,1,Attack,DoS
0,target_validation,10077,79507,0,Normal,Normal
0,target_validation,5374,44006,1,Attack,DoS
0,target_validation,8704,108214,0,Normal,Normal
0,target_validation,1548,72561,0,Normal,Normal
0,target_validation,423,36617,0,Normal,Normal
0,target_validation,1615,32383,0,Normal,Normal
1,target_train,38812,96863,0,Normal,Normal
0,target_validation,415,65895,1,Attack,DoS
1,target_train,51999,45300,0,Normal,Normal
0,target_validation,7400,85674,0,Normal,Normal
0,target_validation,4773,95642,0,Normal,Normal
0,target_validation,3107,96663,0,Normal,Normal
0,target_validation,10786,93582,0,Normal,Normal
1,target_train,22833,84113,1,Attack,DoS
0,target_validation,6209,67488,1,Attack,Probe
0,target_validation,11974,66392,0,Normal,Normal
0,target_validation,2395,685,0,Normal,Normal
0,target_validation,687,69488,0,Normal,Normal
1,target_train,24129,79317,0,Normal,Normal
1,target_train,71953,49510,1,Attack,DoS
0,target_validation,1385,47138,0,Normal,Normal
0,target_validation,8965,180,0,Normal,Normal
0,target_validation,2352,72635,0,Normal,Normal
0,target_validation,861,50379,1,Attack,DoS
1,target_train,55480,49743,1,Attack,Probe
0,target_validation,5077,55539,0,Normal,Normal
0,target_validation,8819,125239,1,Attack,DoS
1,target_train,71665,81100,1,Attack,DoS
0,target_validation,10316,29734,0,Normal,Normal
1,target_train,46552,61043,0,Normal,Normal
1,target_train,35466,34767,1,Attack,DoS
0,target_validation,8429,26264,1,Attack,DoS
1,target_train,7964,12647,0,Normal,Normal
0,target_validation,4038,87223,0,Normal,Normal
0,target_validation,6880,98773,0,Normal,Normal
0,target_validation,10393,88318,0,Normal,Normal
0,target_validation,5283,43896,1,Attack,Probe
1,target_train,60359,103750,0,Normal,Normal
0,target_validation,2703,75171,0,Normal,Normal
1,target_train,61071,39454,1,Attack,DoS
0,target_validation,8860,55557,0,Normal,Normal
1,target_train,81582,111396,1,Attack,DoS
0,target_validation,12579,120564,0,Normal,Normal
1,target_train,24406,9923,1,Attack,Probe
0,target_validation,9739,22207,1,Attack,DoS
1,target_train,3633,82237,0,Normal,Normal
0,target_validation,3815,65532,0,Normal,Normal
1,target_train,58621,27287,0,Normal,Normal
0,target_validation,115,76349,0,Normal,Normal
1,target_train,7160,24394,0,Normal,Normal
1,target_train,8501,88484,1,Attack,DoS
0,target_validation,9245,111068,0,Normal,Normal
0,target_validation,4034,74376,0,Normal,Normal
1,target_train,75162,28984,1,Attack,Rare
0,target_validation,606,111879,0,Normal,Normal
0,target_validation,5912,107075,1,Attack,DoS
0,target_validation,5340,87812,0,Normal,Normal
0,target_validation,2092,28833,0,Normal,Normal
1,target_train,70013,75108,1,Attack,DoS
1,target_train,10602,60908,1,Attack,DoS
0,target_validation,10699,124994,0,Normal,Normal
1,target_train,31606,65013,0,Normal,Normal
1,target_train,85670,120375,0,Normal,Normal
0,target_validation,3611,72080,0,Normal,Normal
0,target_validation,5852,121114,0,Normal,Normal
0,target_validation,303,120963,0,Normal,Normal
0,target_validation,11724,121529,1,Attack,Probe
1,target_train,39954,91935,0,Normal,Normal
0,target_validation,8104,95164,1,Attack,Probe
1,target_train,48759,67923,0,Normal,Normal
1,target_train,68698,90253,0,Normal,Normal
1,target_train,83879,7002,0,Normal,Normal
0,target_validation,3354,93307,1,Attack,DoS
1,target_train,82919,55014,1,Attack,DoS
0,target_validation,4349,9901,0,Normal,Normal
0,target_validation,9907,121089,0,Normal,Normal
0,target_validation,12002,109932,0,Normal,Normal
0,target_validation,223,30564,1,Attack,DoS
1,target_train,20609,55464,1,Attack,Probe
1,target_train,20395,11073,1,Attack,DoS
1,target_train,37633,60380,0,Normal,Normal
0,target_validation,5191,38975,1,Attack,Probe
0,target_validation,7196,121317,1,Attack,DoS
0,target_validation,7435,8154,1,Attack,DoS
0,target_validation,3567,6008,0,Normal,Normal
0,target_validation,4667,113932,0,Normal,Normal
1,target_train,66173,76163,1,Attack,Probe
1,target_train,50054,104169,1,Attack,DoS
0,target_validation,12072,24110,0,Normal,Normal
1,target_train,23740,63771,0,Normal,Normal
1,target_train,11767,1770,1,Attack,DoS
1,target_train,67711,67984,0,Normal,Normal
0,target_validation,8371,79683,0,Normal,Normal
1,target_train,53053,41221,1,Attack,DoS
0,target_validation,2624,39933,1,Attack,Probe
1,target_train,20672,114841,1,Attack,DoS
1,target_train,42345,81237,0,Normal,Normal
1,target_train,21787,83638,1,Attack,DoS
1,target_train,49206,12050,0,Normal,Normal
1,target_train,39981,100949,0,Normal,Normal
1,target_train,35262,29564,0,Normal,Normal
1,target_train,56893,87809,1,Attack,DoS
0,target_validation,6236,64875,0,Normal,Normal
0,target_validation,4264,63029,1,Attack,DoS
1,target_train,47763,94431,1,Attack,DoS
1,target_train,10724,84360,0,Normal,Normal
1,target_train,75317,93725,1,Attack,Rare
1,target_train,18800,37413,0,Normal,Normal
0,target_validation,12385,71412,0,Normal,Normal
0,target_validation,9095,105084,0,Normal,Normal
0,target_validation,234,123263,1,Attack,Probe
0,target_validation,4927,115634,1,Attack,Probe
0,target_validation,11151,8020,0,Normal,Normal
1,target_train,56542,50523,0,Normal,Normal
0,target_validation,11046,109023,0,Normal,Normal
1,target_train,43184,26590,1,Attack,DoS
1,target_train,7954,18000,1,Attack,DoS
0,target_validation,9908,53599,0,Normal,Normal
1,target_train,37959,1037,0,Normal,Normal
1,target_train,23277,48465,0,Normal,Normal
1,target_train,56841,65775,1,Attack,DoS
1,target_train,2930,34117,1,Attack,DoS
0,target_validation,6964,49686,0,Normal,Normal
1,target_train,7243,26337,0,Normal,Normal
1,target_train,86581,97946,1,Attack,DoS
1,target_train,74280,117773,1,Attack,DoS
0,target_validation,1893,11299,1,Attack,DoS
1,target_train,53374,93615,0,Normal,Normal
1,target_train,17513,89406,0,Normal,Normal
1,target_train,70612,32631,1,Attack,DoS
1,target_train,83365,5039,0,Normal,Normal
1,target_train,78816,84396,0,Normal,Normal
0,target_validation,92,106583,1,Attack,DoS
0,target_validation,4129,25166,1,Attack,DoS
1,target_train,1219,36770,0,Normal,Normal
1,target_train,64242,1647,0,Normal,Normal
1,target_train,51429,56874,0,Normal,Normal
0,target_validation,1068,110251,1,Attack,DoS
0,target_validation,2551,103091,0,Normal,Normal
1,target_train,34731,65393,0,Normal,Normal
1,target_train,8662,22686,1,Attack,DoS
1,target_train,54941,94767,0,Normal,Normal
1,target_train,31765,78445,1,Attack,DoS
0,target_validation,12467,5619,0,Normal,Normal
0,target_validation,9964,80399,0,Normal,Normal
0,target_validation,1643,60386,1,Attack,Probe
1,target_train,87312,21707,1,Attack,Probe
0,target_validation,812,102737,0,Normal,Normal
1,target_train,24404,125650,0,Normal,Normal
0,target_validation,5620,87967,1,Attack,Probe
0,target_validation,10556,55802,1,Attack,DoS
0,target_validation,7288,69741,0,Normal,Normal
1,target_train,63136,69205,0,Normal,Normal
1,target_train,84453,75209,1,Attack,DoS
1,target_train,71073,62856,0,Normal,Normal
1,target_train,16176,80645,0,Normal,Normal
0,target_validation,1862,1455,0,Normal,Normal
0,target_validation,5422,1677,1,Attack,DoS
0,target_validation,1892,86568,0,Normal,Normal
1,target_train,39358,30377,1,Attack,DoS
1,target_train,52925,99075,0,Normal,Normal
1,target_train,33651,6590,1,Attack,DoS
0,target_validation,4417,59464,0,Normal,Normal
0,target_validation,9417,28367,1,Attack,DoS
0,target_validation,2088,85923,0,Normal,Normal
0,target_validation,4760,49860,0,Normal,Normal
0,target_validation,582,31814,0,Normal,Normal
1,target_train,1961,9683,0,Normal,Normal
1,target_train,60232,62063,0,Normal,Normal
1,target_train,45167,106289,1,Attack,DoS
0,target_validation,8657,101458,0,Normal,Normal
0,target_validation,2893,64404,1,Attack,Probe
0,target_validation,10758,5451,0,Normal,Normal
0,target_validation,7554,99091,1,Attack,DoS
1,target_train,54412,48271,0,Normal,Normal
0,target_validation,4027,91186,0,Normal,Normal
0,target_validation,12358,60905,1,Attack,DoS
1,target_train,11886,102769,1,Attack,DoS
1,target_train,75488,5900,1,Attack,DoS
0,target_validation,2875,19343,1,Attack,DoS
0,target_validation,8663,103789,0,Normal,Normal
0,target_validation,3224,25095,1,Attack,Probe
1,target_train,35615,97560,0,Normal,Normal
1,target_train,80000,42646,1,Attack,DoS
0,target_validation,3245,6081,0,Normal,Normal
1,target_train,5487,4379,0,Normal,Normal
0,target_validation,9400,101164,1,Attack,Probe
1,target_train,40946,37999,1,Attack,DoS
0,target_validation,6091,75614,1,Attack,DoS
1,target_train,24725,24220,0,Normal,Normal
1,target_train,21459,62241,0,Normal,Normal
0,target_validation,9717,23408,0,Normal,Normal
0,target_validation,6774,122190,0,Normal,Normal
1,target_train,63549,71727,0,Normal,Normal
0,target_validation,11633,29112,0,Normal,Normal
0,target_validation,4652,44250,0,Normal,Normal
0,target_validation,9387,85289,0,Normal,Normal
1,target_train,57695,30091,1,Attack,DoS
0,target_validation,11099,35495,0,Normal,Normal
1,target_train,78865,63469,0,Normal,Normal
0,target_validation,6048,65436,0,Normal,Normal
0,target_validation,3577,69783,1,Attack,DoS
1,target_train,60787,21962,1,Attack,Probe
0,target_validation,8151,9138,0,Normal,Normal
1,target_train,24674,47936,1,Attack,DoS
0,target_validation,9829,34238,0,Normal,Normal
0,target_validation,317,28471,0,Normal,Normal
0,target_validation,8542,115564,0,Normal,Normal
0,target_validation,7830,87446,0,Normal,Normal
1,target_train,14016,67458,0,Normal,Normal
1,target_train,12033,95636,0,Normal,Normal
0,target_validation,4497,50437,1,Attack,DoS
0,target_validation,1780,96989,1,Attack,DoS
1,target_train,76990,427,0,Normal,Normal
0,target_validation,4596,39431,0,Normal,Normal
1,target_train,30040,23715,0,Normal,Normal
1,target_train,81386,40497,1,Attack,Probe
0,target_validation,1945,49659,0,Normal,Normal
0,target_validation,3541,26260,0,Normal,Normal
1,target_train,4607,53097,0,Normal,Normal
1,target_train,79160,102759,1,Attack,DoS
1,target_train,31169,35129,0,Normal,Normal
0,target_validation,6104,12616,0,Normal,Normal
1,target_train,49067,97871,0,Normal,Normal
1,target_train,24891,117654,1,Attack,DoS
0,target_validation,8596,26676,0,Normal,Normal
0,target_validation,9866,44156,0,Normal,Normal
1,target_train,64383,121070,0,Normal,Normal
1,target_train,39693,25214,1,Attack,DoS
0,target_validation,4094,2868,0,Normal,Normal
1,target_train,26859,105580,1,Attack,DoS
1,target_train,51289,6185,0,Normal,Normal
0,target_validation,9670,15935,0,Normal,Normal
1,target_train,64144,123508,0,Normal,Normal
0,target_validation,2051,36263,1,Attack,DoS
0,target_validation,5577,82401,1,Attack,DoS
0,target_validation,85,97822,1,Attack,DoS
0,target_validation,9104,65834,1,Attack,Probe
0,target_validation,11245,63927,0,Normal,Normal
1,target_train,65307,14570,0,Normal,Normal
1,target_train,82780,84957,0,Normal,Normal
1,target_train,11758,110935,1,Attack,DoS
0,target_validation,8101,79016,0,Normal,Normal
0,target_validation,4412,25932,1,Attack,DoS
1,target_train,16381,58547,0,Normal,Normal
0,target_validation,8925,75789,0,Normal,Normal
1,target_train,15410,99793,0,Normal,Normal
0,target_validation,5408,71228,1,Attack,DoS
0,target_validation,11813,113017,1,Attack,Probe
1,target_train,63811,115671,1,Attack,DoS
1,target_train,29705,639,0,Normal,Normal
1,target_train,38824,109498,0,Normal,Normal
1,target_train,61070,51583,0,Normal,Normal
1,target_train,36066,6401,1,Attack,DoS
0,target_validation,4606,77248,1,Attack,DoS
1,target_train,51871,65245,1,Attack,DoS
1,target_train,79331,55394,1,Attack,DoS
1,target_train,46304,54324,1,Attack,DoS
1,target_train,8585,54010,0,Normal,Normal
1,target_train,15036,91213,0,Normal,Normal
0,target_validation,10849,66680,1,Attack,DoS
0,target_validation,7909,121211,1,Attack,DoS
0,target_validation,10721,104023,0,Normal,Normal
1,target_train,66103,59343,1,Attack,DoS
1,target_train,22477,8272,1,Attack,Probe
1,target_train,13237,1789,1,Attack,Probe
0,target_validation,9547,17509,0,Normal,Normal
1,target_train,38039,93586,0,Normal,Normal
1,target_train,62211,23286,1,Attack,DoS
0,target_validation,1151,76793,0,Normal,Normal
1,target_train,80249,119547,0,Normal,Normal
0,target_validation,5524,121622,0,Normal,Normal
1,target_train,41001,107484,1,Attack,DoS
1,target_train,60777,95675,0,Normal,Normal
1,target_train,47892,69072,1,Attack,DoS
1,target_train,37792,9256,1,Attack,DoS
1,target_train,34367,11939,0,Normal,Normal
1,target_train,14527,80761,1,Attack,DoS
0,target_validation,6307,3072,0,Normal,Normal
1,target_train,85218,63415,0,Normal,Normal
0,target_validation,11212,94189,1,Attack,DoS
1,target_train,58073,44251,1,Attack,DoS
0,target_validation,7799,96684,0,Normal,Normal
1,target_train,74903,1316,0,Normal,Normal
1,target_train,37297,93069,1,Attack,DoS
1,target_train,83719,107496,0,Normal,Normal
1,target_train,46510,74797,0,Normal,Normal
0,target_validation,8479,42520,0,Normal,Normal
0,target_validation,3438,101485,1,Attack,DoS
0,target_validation,585,23837,0,Normal,Normal
1,target_train,25772,42681,1,Attack,Rare
1,target_train,46532,104648,1,Attack,DoS
0,target_validation,11779,110097,0,Normal,Normal
0,target_validation,5167,35170,0,Normal,Normal
1,target_train,77638,58790,1,Attack,DoS
1,target_train,26412,105781,1,Attack,DoS
0,target_validation,6148,38407,0,Normal,Normal
0,target_validation,10735,34672,1,Attack,DoS
0,target_validation,11391,78008,0,Normal,Normal
0,target_validation,12180,19243,1,Attack,DoS
1,target_train,21887,20391,1,Attack,DoS
1,target_train,44341,79270,0,Normal,Normal
1,target_train,39884,91843,0,Normal,Normal
0,target_validation,1303,16386,0,Normal,Normal
1,target_train,4287,76186,1,Attack,DoS
1,target_train,48028,30207,0,Normal,Normal
1,target_train,70868,99829,0,Normal,Normal
0,target_validation,3938,28693,0,Normal,Normal
1,target_train,63133,80750,0,Normal,Normal
0,target_validation,10839,86100,0,Normal,Normal
1,target_train,29202,22780,1,Attack,DoS
1,target_train,40211,98836,0,Normal,Normal
1,target_train,82279,79221,1,Attack,DoS
1,target_train,51544,65674,1,Attack,Probe
0,target_validation,518,108626,0,Normal,Normal
1,target_train,53139,93146,1,Attack,DoS
1,target_train,74808,18705,0,Normal,Normal
1,target_train,5101,11098,0,Normal,Normal
0,target_validation,5135,19100,0,Normal,Normal
0,target_validation,9899,122992,0,Normal,Normal
0,target_validation,5548,103759,0,Normal,Normal
0,target_validation,8360,123963,0,Normal,Normal
0,target_validation,7919,65632,0,Normal,Normal
1,target_train,4539,120551,1,Attack,DoS
1,target_train,5814,95407,1,Attack,DoS
0,target_validation,5908,28388,1,Attack,DoS
1,target_train,68470,114579,0,Normal,Normal
1,target_train,35232,60066,0,Normal,Normal
0,target_validation,395,118221,1,Attack,DoS
1,target_train,23573,44300,0,Normal,Normal
1,target_train,35607,103035,0,Normal,Normal
0,target_validation,10798,9994,0,Normal,Normal
1,target_train,2492,66580,0,Normal,Normal
0,target_validation,3206,63648,0,Normal,Normal
0,target_validation,3445,92825,1,Attack,DoS
1,target_train,57056,51527,1,Attack,DoS
0,target_validation,312,68242,1,Attack,Probe
0,target_validation,3318,91918,1,Attack,Probe
1,target_train,67741,81737,0,Normal,Normal
1,target_train,69952,122586,1,Attack,DoS
0,target_validation,3505,94199,0,Normal,Normal
1,target_train,644,75807,0,Normal,Normal
1,target_train,53388,41653,0,Normal,Normal
1,target_train,23646,39253,1,Attack,DoS
0,target_validation,1263,115646,0,Normal,Normal
1,target_train,54787,66897,0,Normal,Normal
0,target_validation,9493,26846,0,Normal,Normal
1,target_train,46204,27457,0,Normal,Normal
1,target_train,6163,61037,0,Normal,Normal
0,target_validation,7964,116698,0,Normal,Normal
1,target_train,7702,26547,1,Attack,DoS
1,target_train,27142,36515,0,Normal,Normal
0,target_validation,5779,115209,1,Attack,Rare
1,target_train,82704,98880,0,Normal,Normal
1,target_train,71846,51582,0,Normal,Normal
1,target_train,63515,47901,1,Attack,DoS
0,target_validation,3400,2925,0,Normal,Normal
1,target_train,16878,123376,0,Normal,Normal
1,target_train,5752,86858,0,Normal,Normal
1,target_train,30327,30745,1,Attack,DoS
1,target_train,20380,27998,0,Normal,Normal
1,target_train,41196,58545,1,Attack,DoS
0,target_validation,11566,69510,0,Normal,Normal
0,target_validation,4063,81104,1,Attack,DoS
0,target_validation,2643,55413,0,Normal,Normal
0,target_validation,621,59685,1,Attack,DoS
1,target_train,47467,125841,0,Normal,Normal
1,target_train,13128,51169,0,Normal,Normal
1,target_train,65138,97192,0,Normal,Normal
1,target_train,83041,11150,1,Attack,DoS
0,target_validation,2147,48540,0,Normal,Normal
1,target_train,70819,36345,1,Attack,Probe
1,target_train,42080,5212,0,Normal,Normal
0,target_validation,5529,95436,0,Normal,Normal
0,target_validation,4201,124504,0,Normal,Normal
1,target_train,30437,24142,1,Attack,DoS
1,target_train,73642,69986,1,Attack,DoS
0,target_validation,6480,28363,0,Normal,Normal
0,target_validation,11334,89387,1,Attack,DoS
0,target_validation,3038,35647,1,Attack,DoS
1,target_train,63752,125957,0,Normal,Normal
1,target_train,27177,39247,0,Normal,Normal
0,target_validation,2816,97813,1,Attack,DoS
0,target_validation,7139,42410,0,Normal,Normal
0,target_validation,8697,44967,0,Normal,Normal
1,target_train,83239,12592,1,Attack,DoS
0,target_validation,3843,58337,1,Attack,DoS
1,target_train,53480,5875,0,Normal,Normal
0,target_validation,8610,119408,1,Attack,Probe
0,target_validation,2791,46260,1,Attack,DoS
1,target_train,74232,33902,0,Normal,Normal
0,target_validation,1895,12303,0,Normal,Normal
1,target_train,84741,23005,0,Normal,Normal
1,target_train,10492,43289,1,Attack,DoS
1,target_train,26829,30467,0,Normal,Normal
1,target_train,62175,96230,0,Normal,Normal
0,target_validation,11232,78997,0,Normal,Normal
0,target_validation,6970,104172,1,Attack,Probe
0,target_validation,6914,5226,1,Attack,DoS
0,target_validation,6848,4928,1,Attack,DoS
1,target_train,23366,121524,0,Normal,Normal
0,target_validation,2017,5667,0,Normal,Normal
1,target_train,65813,7147,1,Attack,DoS
0,target_validation,2670,12470,0,Normal,Normal
1,target_train,4915,48418,0,Normal,Normal
0,target_validation,2346,80552,0,Normal,Normal
0,target_validation,8960,47650,1,Attack,Probe
1,target_train,7913,21,1,Attack,DoS
0,target_validation,4385,70469,0,Normal,Normal
0,target_validation,5829,100241,1,Attack,DoS
0,target_validation,9153,77153,1,Attack,DoS
1,target_train,18020,63230,1,Attack,DoS
0,target_validation,9552,87884,1,Attack,DoS
0,target_validation,4936,72558,0,Normal,Normal
1,target_train,14261,24550,0,Normal,Normal
1,target_train,49611,2601,1,Attack,DoS
0,target_validation,615,85673,0,Normal,Normal
0,target_validation,6405,80978,1,Attack,DoS
0,target_validation,8289,72569,0,Normal,Normal
0,target_validation,3796,67956,0,Normal,Normal
0,target_validation,6293,76381,1,Attack,DoS
0,target_validation,10362,56428,1,Attack,DoS
1,target_train,35139,119316,0,Normal,Normal
1,target_train,44268,55559,1,Attack,DoS
1,target_train,78231,116837,1,Attack,DoS
0,target_validation,803,52488,1,Attack,Probe
1,target_train,83662,80603,0,Normal,Normal
0,target_validation,9250,69888,1,Attack,DoS
0,target_validation,1160,99970,0,Normal,Normal
0,target_validation,7093,83644,0,Normal,Normal
0,target_validation,3609,24788,0,Normal,Normal
1,target_train,63237,13776,1,Attack,DoS
1,target_train,10729,7794,1,Attack,Probe
1,target_train,23606,86847,1,Attack,DoS
1,target_train,563,35728,1,Attack,DoS
0,target_validation,12455,104677,1,Attack,DoS
1,target_train,32703,19687,1,Attack,DoS
0,target_validation,1168,19251,1,Attack,Probe
0,target_validation,1277,55467,1,Attack,DoS
1,target_train,17772,95750,0,Normal,Normal
0,target_validation,5131,44444,1,Attack,Probe
0,target_validation,4992,87632,1,Attack,Probe
1,target_train,29762,47140,1,Attack,DoS
0,target_validation,1898,50287,1,Attack,Probe
1,target_train,51485,11373,0,Normal,Normal
1,target_train,57811,63368,1,Attack,DoS
0,target_validation,9259,112432,0,Normal,Normal
0,target_validation,2830,50829,0,Normal,Normal
0,target_validation,11399,89178,0,Normal,Normal
1,target_train,34348,83384,0,Normal,Normal
0,target_validation,2175,51761,0,Normal,Normal
1,target_train,23941,81038,0,Normal,Normal
0,target_validation,6451,42136,0,Normal,Normal
0,target_validation,2698,91876,1,Attack,Probe
0,target_validation,8501,88234,1,Attack,Probe
0,target_validation,12470,4791,0,Normal,Normal
0,target_validation,12292,71104,0,Normal,Normal
1,target_train,48083,60815,0,Normal,Normal
0,target_validation,5686,19459,0,Normal,Normal
1,target_train,37681,66974,0,Normal,Normal
1,target_train,421,19557,0,Normal,Normal
1,target_train,8731,12336,1,Attack,DoS
0,target_validation,7732,80190,1,Attack,Probe
0,target_validation,7729,54212,1,Attack,DoS
1,target_train,42740,82634,1,Attack,DoS
1,target_train,3235,65129,1,Attack,DoS
1,target_train,28421,38440,0,Normal,Normal
0,target_validation,7255,92136,0,Normal,Normal
1,target_train,4534,48700,1,Attack,DoS
0,target_validation,9897,31694,1,Attack,DoS
1,target_train,24412,19939,0,Normal,Normal
0,target_validation,4629,213,0,Normal,Normal
1,target_train,9194,30673,0,Normal,Normal
0,target_validation,6744,69920,1,Attack,Probe
1,target_train,30259,33670,0,Normal,Normal
0,target_validation,2734,78430,1,Attack,DoS
1,target_train,3797,6726,1,Attack,DoS
0,target_validation,12126,101879,1,Attack,Probe
0,target_validation,9513,118520,1,Attack,DoS
1,target_train,84079,65042,1,Attack,DoS
1,target_train,54799,81134,1,Attack,DoS
0,target_validation,2982,44276,0,Normal,Normal
1,target_train,70283,12559,0,Normal,Normal
1,target_train,79591,3563,1,Attack,Probe
0,target_validation,1013,71829,1,Attack,DoS
0,target_validation,9126,103782,0,Normal,Normal
1,target_train,39326,10455,0,Normal,Normal
1,target_train,51440,110309,1,Attack,DoS
1,target_train,54521,101696,0,Normal,Normal
1,target_train,39214,116213,0,Normal,Normal
1,target_train,85442,2192,0,Normal,Normal
0,target_validation,9562,49557,1,Attack,DoS
1,target_train,57574,35249,1,Attack,Probe
0,target_validation,5203,124240,1,Attack,DoS
1,target_train,15130,18837,1,Attack,DoS
1,target_train,76755,77301,0,Normal,Normal
1,target_train,65180,103507,1,Attack,DoS
1,target_train,46998,123303,0,Normal,Normal
1,target_train,38659,57918,1,Attack,DoS
1,target_train,30767,35814,1,Attack,DoS
1,target_train,41853,98081,1,Attack,Probe
1,target_train,86274,107403,0,Normal,Normal
0,target_validation,7492,13014,0,Normal,Normal
1,target_train,83566,52627,1,Attack,DoS
1,target_train,40282,73299,0,Normal,Normal
0,target_validation,7183,39001,0,Normal,Normal
0,target_validation,1688,5935,1,Attack,DoS
